Entity1	Entity2	Strength
酵素乌梅	亮蓝	1
玉龙氨基酸胶丸	霉菌	1
盐津提子	霉菌	1
香香绿豆片	亮蓝	1
黑豆芽	4-氯苯氧乙酸	1
平安糕	霉菌	1
多味笋尖	山梨酸	1
葱管糖	滑石粉	1
三发笋丝雪菜	防腐剂	1
吉莉安西梅	胭脂红	1
鸡	尼卡巴嗪	1
精制鲜包	脱氢乙酸	1
葡式糕点	脱氢乙酸	1
调味鱼干	山梨酸	1
江桥酸菜	防腐剂	1
俊泉饮用天然水	铜	1
红茶袋泡茶	胭脂红	1
油泡	苯甲酸	1
牛肉豆干	脱氢乙酸	1
麦香鸡块味挤压糕点	脱氢乙酸	1
苏式核桃味月饼	防腐剂	1
卤鸡爪	铅	1
鲜活河虾	恩诺沙星	1
鲜活河虾	环丙沙星	1
多宝鱼	孔雀石绿	1
秘制麻鸭	苯甲酸	1
黑木耳干	二氧化硫	1
山茶橄榄食用植物调和油	乙基麦芽酚	1
龙虾	五氯酚酸钠	1
虾蛄	呋喃唑酮	1
宪鸡	五氯酚酸钠	1
洋鸡蛋	甲硝唑	1
油豆腐	苯甲酸	3
毛峰茶	水胺硫磷	1
老陈醋	总酸	1
香菇风味挂面	脱氢乙酸	2
脆皮年糕	脱氢乙酸	1
癞蛤蟆	呋喃西林代谢物	1
笋丝花生	山梨酸	1
多味笋丝	山梨酸	1
风味甜面酱	防腐剂	1
甘蔗苗	防腐剂	1
粗面	苯甲酸	1
白辣椒	甲氨基阿维菌素苯甲酸盐	1
白辣椒	苯甲酸	1
白辣椒	阿维菌素	1
原味小麦粉	脱氧雪腐镰刀菌烯醇	1
粑粑柑	丙溴磷	1
沙丁鱼	镉	1
黑米馒头	甜蜜素	2
螃蟹	呋喃西林代谢物	1
白刀切	甜蜜素	1
甘蔗苗	苯甲酸	1
牛肋骨	莱克多巴胺	1
酱鸭	氯霉素	2
麻将蛋糕	防腐剂	1
糯米糕	铝	1
酒鬼蹄筋味-素食	脱氢乙酸	1
咸猪蹄	苯甲酸	1
鲫鱼	羟甲基甲硝咪唑	1
羊糕卷	甜蜜素	1
原味熟南瓜子仁	霉菌	1
辣椒	二氧化硫	1
童子鸡	五氯酚酸钠	1
压片糖果	铅	1
钱江源饮用天然水	铜	1
水产品	恩诺沙星	1
水产品	环丙沙星	1
红薯粉丝	苋菜红	1
超级小町	镉	1
蛤蜊	氯霉素	1
牛里脊肉	克伦特罗	1
大核桃仁	霉菌	2
萝卜干	脱氢乙酸	1
巧克力水果蛋糕	霉菌	1
原果	亮蓝	1
鸭肉酱	商业无菌	1
水晶泡椒	苯甲酸	1
炝拌海蜇	铝	1
黄本鸡	尼卡巴嗪	1
辣的爽	脱氢乙酸	1
河北皇冠梨	铅	1
六月黄	镉	2
西湖藕粉速溶桂花莲子	霉菌	1
开胃素鸡丝	安赛蜜	1
香酥鸡爪	亚硝酸盐	1
香酥鸡爪	硝酸盐	1
猕猴桃干	脱氢乙酸	1
马卡龙之恋	霉菌	1
剥皮鱼干	二氧化硫	1
粽叶	氯霉素	1
饮用 天然山泉水	铜	1
鸡肝	总砷	1
水晶辣椒	二氧化硫	1
素鳝鱼卷	安赛蜜	1
果薯园可可燕麦魔芋饼	能量	1
花咸菜	二氧化硫	1
蛋炒粉	脱氢乙酸	1
北京鸭	五氯酚酸钠	1
小花螺	氯霉素	1
鲜大黄鱼&amp;gt;400	氟	1
手撕素牛肚	脱氢乙酸	1
辣条小食代	脱氢乙酸	1
海白菜	甜蜜素	2
鸡蛋	多西环素	1
全麦蔓越莓饼	能量	1
速溶原味西湖藕粉	霉菌	1
粗粮风味饮料	胭脂红	1
素鳝鱼卷	山梨酸	1
带豆	灭多威	1
麦动大面筋	脱氢乙酸	1
中华活胰宝	盐酸二甲双胍	1
网红辣条小面筋	脱氢乙酸	1
手工糕点	防腐剂	1
湿粉皮	铝	1
黑蜂乳蜜	氟	1
旱蒸牛肉	亚硝酸盐	1
旱蒸牛肉	硝酸盐	1
养殖大黄鱼	恩诺沙星	1
养殖大黄鱼	环丙沙星	1
云岗山泉饮用纯净水	铜	1
红膏蟹	镉	1
咬我呀	脱氢乙酸	1
节节棒	山梨酸	1
酱萝卜丁	防腐剂	1
混合坚果麦片	碳水化合物	1
线椒	克百威	1
土鸭蛋	氟	1
鲜汁素鸡丝	脱氢乙酸	1
五谷核桃营养米粉	镉	1
海鲈鱼	呋喃唑酮	1
黄鱼	氯霉素	1
牛干巴	脱氢乙酸	1
纯真味/速溶 西湖藕粉	霉菌	1
酱辣椒	苯甲酸	1
正宗本地豆面	铝	1
武义大曲	甜蜜素	1
徐木根酱菜	防腐剂	1
鲜汁素鸡丝	山梨酸	1
粗粮黑米饼	安赛蜜	1
锦日糖蒜	苯甲酸	1
花甲	氯霉素	1
红薯粉丝	日落黄	1
乌骨鸡	尼卡巴嗪	1
全麦魔芋饼	能量	1
一级长茄子	镉	1
无添加蔗糖西湖藕莼	霉菌	1
黑围鱼	氟	1
腊鸭腿	胭脂红	1
萝卜干	甜蜜素	1
喜字馒头	山梨酸	1
豆角干	脱氢乙酸	1
小脆瓜	苯甲酸	1
香醉白玉蟹	苯甲酸	1
MELLIN梨子果泥	总钠	1
海南香蕉	吡唑醚菌酯	1
腓力素牛排	安赛蜜	1
大面筋	脱氢乙酸	2
燃脂饱腹减肥胶囊	西布曲明	1
森脉山泉	溴酸盐	1
小核桃碎仁	霉菌	1
软萌糯米条	脱氢乙酸	1
老北京槽子糕	防腐剂	1
邓家素鱼排	山梨酸	1
散装芹菜	氟	1
土家牛 风味肉制品	铬	1
宫爆素鸡丁	脱氢乙酸	1
腓力素牛排	脱氢乙酸	1
奶香蛋糕	日落黄	1
素田螺肉	安赛蜜	1
麻饼	脱氢乙酸	1
长毛对虾	土霉素	1
爱心酥甜味	糖精钠	1
鸭肫	呋喃西林代谢物	1
麦动大面筋	山梨酸	1
泥螺	苯甲酸	1
小面筋	山梨酸	1
高梁烧	甜蜜素	1
香辣肥肠味	脱氢乙酸	1
酸菜棒	山梨酸	1
魔芋燕麦饼	碳水化合物	1
香辣酒鬼	霉菌	1
满口香	苯甲酸	1
雪顶之堡	霉菌	1
婴幼儿护畅营养米粉	镉	1
晚米	镉	1
椒香凤爪	亚硝酸盐	1
椒香凤爪	硝酸盐	1
白吐司	霉菌	1
魔芋燕麦饼	能量	1
山野间乌骨鸡	恩诺沙星	1
山野间乌骨鸡	环丙沙星	1
东北大米	镉	2
每日吐司	丙二醇	1
红烧羊肉	克伦特罗	1
葛根酒	甲醇	1
美味海蜇	铝	2
细豆面	铝	1
碧根果碎仁	霉菌	1
素牛板筋	脱氢乙酸	1
顽固型饱腹感控制食欲管嘴产后模特专用瘦恢复食品	西布曲明	1
烧烤魔料	防腐剂	1
信实海蜇头	苯甲酸	1
原色开心果	霉菌	1
洋山清泉饮用纯净水	铜	1
黄金奶酪面包	纳他霉素	1
烤鱿鱼丝	N-二甲基亚硝胺	1
酒鬼蹄筋味素食	脱氢乙酸	1
金桂鱼	培氟沙星	1
金桂鱼	氟	1
素田螺肉	脱氢乙酸	1
粗粮风味饮料	苋菜红	1
深山虎	铜	1
宫爆素鸡丁	安赛蜜	1
后腿肉	恩诺沙星	1
后腿肉	环丙沙星	1
小花螺	恩诺沙星	1
小花螺	环丙沙星	1
芒果螺	氯霉素	1
鱿鱼条	N-二甲基亚硝胺	1
60度老酒汗	糖精钠	1
小滑头拉面素食	糖精钠	1
冰糖芝麻味麻花	铝	1
小滑头海苔味	安赛蜜	2
白咸菜	亚硝酸盐	1
白咸菜	硝酸盐	1
炭烤鳕鱼片	N-二甲基亚硝胺	1
红灯绿灯	安赛蜜	1
串烧辣肠	氯霉素	1
牛肉	氟	1
素牛板筋	山梨酸	1
乡吧佬	脱氢乙酸	1
千岛湖天然水	铜	1
板油包	甜蜜素	1
石膏豆腐	铝	1
水果麦片	霉菌	1
劲爽野生鱼	N-二甲基亚硝胺	1
菠菜	辛硫磷	1
果薯园可可燕麦魔芋饼	碳水化合物	1
亲嘴烧	山梨酸	1
鳊鱼	培氟沙星	1
鳊鱼	氟	1
小脆瓜	糖精钠	1
红枣蛋糕	脱氢乙酸	1
冰糖麻花	铝	1
花介菜	苯甲酸	1
红高粱50°	甜蜜素	1
抹茶酸奶芝士	霉菌	1
河南粉	铝	1
香辣酒鬼	脱氢乙酸	2
菜豆腐	苯甲酸	1
荆香酱菜	防腐剂	1
鸡爪	铅	1
乌骨鸡	利巴韦林	1
红高粱48°	甜蜜素	1
软式面包	山梨酸	1
野生大河虾	呋喃西林代谢物	1
三爱思鸡精调味料	呈味核苷酸二钠	1
三爱思鸡精调味料	核苷酸	1
农家蛋	氟	1
三爱思鸡精调味料	谷氨酸钠	1
唐僧素牛排	脱氢乙酸	1
恒安饮用纯净水	三氯甲烷	1
皮皮嗨-嘻哈爆丝	脱氢乙酸	1
榨菜头	柠檬黄	1
金桔蜜饯	二氧化硫	1
立信儿童鸡排	氯霉素	1
芸豆	乐果	1
乳菌蒸蛋糕	防腐剂	1
代餐粗粮饼原味	碳水化合物	1
麻饼	铝	1
手撕素牛肚	安赛蜜	1
咬我呀	山梨酸	1
恒安饮用纯净水	四氯化碳	1
1:1红豆薏仁粉	霉菌	1
黑鱼	培氟沙星	2
邓家味道	脱氢乙酸	1
绿豆面	铝	3
畜禽肉	磺胺类	2
白茶	氰戊菊酯	1
加碘精制纯海晶盐	碘	1
马蹄酥	脱氢乙酸	1
棒棒爽	安赛蜜	1
糯米调味料酒	甜蜜素	1
酱萝卜丁	苯甲酸	1
细粉	铝	1
湘味泡椒	苯甲酸	2
乌骨鸡	呋喃唑酮	1
梅豆	乐果	1
酸辣粉	苋菜红	1
桂花糕	脱氢乙酸	1
魔芋代餐粥	霉菌	1
亲嘴牛筋	脱氢乙酸	1
椴树蜜	氯霉素	1
养胰糖方小可胶囊	盐酸二甲双胍	1
热带及亚热带水果	吡唑醚菌酯	1
开胃丝	安赛蜜	1
荣红五香榨菜	苯甲酸	1
产后排油小丸子	西布曲明	1
红糖糕	铝	1
片甲不留	脱氢乙酸	1
乌贼	镉	2
腾泉饮用纯净水	铜	1
老母鸡	五氯酚酸钠	1
即食鱼皮	N-二甲基亚硝胺	1
土公鸡	五氯酚酸钠	1
虾兵蟹将调味面制食品	丙酸	1
虾兵蟹将调味面制食品	钙	1
玉米拉面	安赛蜜	1
甜白馒头	糖精钠	2
大头菜	防腐剂	1
酥果点心饼挞	霉菌	1
辣条小食代	安赛蜜	1
红昌鳊鱼	培氟沙星	1
红昌鳊鱼	氟	1
酸辣粉	亮蓝	1
小目鱼干	二氧化硫	1
提拉米苏蛋糕	脱氢乙酸	1
亲嘴片	脱氢乙酸	1
青团	糖精钠	1
陈年花雕	脱氢乙酸	1
精制雪菜	苯甲酸	3
黄瓜什锦	苯甲酸	1
野生葛根粉	铅	1
小花卷	糖精钠	1
片甲不留	山梨酸	1
蔓越莓味魔芋方块	碳水化合物	1
清汁笋	苯甲酸	1
辣的爽	胭脂红	1
红烧猪舌头	亚硝酸盐	1
红烧猪舌头	硝酸盐	1
苏式百果月饼	霉菌	1
陆龙休闲80g烤鱼片	N-二甲基亚硝胺	1
宁波老蛋糕	防腐剂	1
馅中馅	霉菌	1
猪肾	磺胺类	1
魔芋豆腐	铝	1
马兰头	乐果	1
黄瓜鱼	氟	1
糙米糊粉	霉菌	1
青砖	氟	1
百井源饮用纯净水	铜	1
蒸肉霉干菜	铅	1
代餐饼干	能量	1
唐僧素牛排	安赛蜜	1
涌泉饮用纯净水	铜	1
正宗本地豆面	柠檬黄	1
如意尖云顶山泉饮用天然水	铜	1
肉松卷面包	霉菌	1
凤达鸡蛋	呋喃唑酮	1
蔓越莓味魔芋方块	能量	1
阿标五香榨菜	苯甲酸	1
上口佳黄山烧饼	安赛蜜	1
徐木根酱菜	甜蜜素	1
风琴鱿鱼丝	N-二甲基亚硝胺	1
峰蜜枣糕	防腐剂	1
香辣牛肉味	脱氢乙酸	1
鸡胗	氯霉素	1
大麦若叶青汁	霉菌	1
酸菜棒	脱氢乙酸	1
奶油蛋糕	霉菌	1
洋蜂蜜	果糖和葡萄糖	1
板栗饼	山梨酸	1
八都泉宝饮用纯净水	铜	1
丝路茯茶	氟	1
椰子汁	霉菌	1
雪品冰纯	铜	1
芥末海蜇	铝	1
香辣海鱼仔	镉	1
节节棒	脱氢乙酸	1
豇豆包	糖精钠	1
嫩生姜	铅	1
油菜蜂蜜	霉菌	1
永顺来三白酒	甜蜜素	1
散称鲜活黑鱼	氟	1
洋鸭	五氯酚酸钠	1
白灼海蜇	铝	1
白年糕	脱氢乙酸	1
叶菜类蔬菜	啶虫脒	1
原果	苋菜红	1
黄蚬	氯霉素	1
提拉米苏	霉菌	1
板栗饼	脱氢乙酸	1
小牛排味	安赛蜜	1
牧春园山鸡蛋	氟	1
涝汁海蜇	铝	1
乳酸风味雪蛋糕	丙二醇	1
鸡精	谷氨酸钠	1
春梅纯净水	铜	1
"""丑""芝麻薄片"	脱氢乙酸	1
猪排骨	氟	1
三七市手工年糕	脱氢乙酸	1
素食QQ棒（香辣味	脱氢乙酸	1
鲜乌骨鸡LL	恩诺沙星	1
鲜乌骨鸡LL	环丙沙星	1
早餐黑芝麻糊	霉菌	1
真姬菇	总砷	1
浆果和其它小型水果	氯吡脲	1
笋丝青豆	霉菌	1
香肠	安赛蜜	1
孔府海蜇头	铝	1
红薯粉条	铅	2
乌贼干	N-二甲基亚硝胺	1
怪解馋	山梨酸	1
百味金丝素食	柠檬黄	1
无核大樱桃	胭脂红	1
四季豆	甲氨基阿维菌素苯甲酸盐	2
四季豆	苯甲酸	2
四季豆	阿维菌素	2
大闸蟹	呋喃唑酮	1
小尖椒	啶虫脒	2
线椒	噻虫嗪	1
白菜	甲拌磷	1
爽口菜花梗	防腐剂	1
红豆薏米山药粉	霉菌	1
熟绿豆粉	霉菌	1
甜椒	噻虫胺	1
杨梅	霉菌	1
阿竹红膏AA蟹糊	挥发性盐基氮	1
奇亚籽水果坚果藕粉羹	霉菌	1
铁棍山药奇亚籽藕粉羹	霉菌	1
美浓干坛紫菜	铅	1
苔菜饼	铝	1
海鲸黄豆酱油	全氮	2
香蕉	联苯菊酯	2
奶芙	霉菌	1
麻辣鱼调料	防腐剂	1
澳芒	戊唑醇	1
蜜桔	2,4-滴	2
枇杷秋梨膏	山梨酸	1
龙井茶	甲拌磷	1
老姜	毒死蜱	1
橘子	2,4-滴	1
大炮筒	糖精钠	1
甲鱼	恩诺沙星	1
甲鱼	环丙沙星	1
土蜂蜜	山梨酸	1
贝新尔特殊医学用途早产/低出生体重婴儿配方食品	二十二碳六烯酸	1
桔子	三唑磷	1
贝新尔特殊医学用途早产/低出生体重婴儿配方食品	铁	1
贝新尔特殊医学用途早产/低出生体重婴儿配方食品	叶黄素	1
乌鸡	替米考星	1
贝新尔特殊医学用途早产/低出生体重婴儿配方食品	烟酸	1
橙子	苯醚甲环唑	1
贝新尔特殊医学用途早产/低出生体重婴儿配方食品	果聚糖	1
贝新尔特殊医学用途早产/低出生体重婴儿配方食品	二十碳四烯酸	1
辽峰葡萄	苯醚甲环唑	1
贝新尔特殊医学用途早产/低出生体重婴儿配方食品	核苷酸	1
五香榨菜	防腐剂	1
东南亚芒果干	霉菌	1
面条	苯甲酸	1
红糖馒头	苯甲酸	1
赤砂糖	干燥失重	1
粉丝	苯甲酸	2
鳕鱼片	山梨酸	1
酱豇豆	防腐剂	1
酱豇豆	苯甲酸	1
风琴鱿鱼片	山梨酸	1
虎皮鸡爪	脱氢乙酸	3
铁观音	水胺硫磷	1
调味面制品	苯甲酸	1
麻酥糖	霉菌	1
豆芽菜	6-苄基腺嘌呤	1
长豇豆	水胺硫磷	2
杂粮馒头	糖精钠	1
张江岸年糕	脱氢乙酸	1
卤牛肉	苯甲酸	1
即食海蜇丝	山梨酸	2
青馒头	糖精钠	1
大号饺子皮	脱氢乙酸	1
卤猪舌	山梨酸	1
海带结	苯甲酸	1
散装鲜活鳊鱼	恩诺沙星	1
扇贝肉	镉	1
榨菜头	亚硝酸盐	1
榨菜头	硝酸盐	1
杂粮白酒	甜蜜素	1
砂糖桔	苯醚甲环唑	1
菜豆	噻虫胺	1
田鱼	孔雀石绿	1
茶π柠檬红茶	茶多酚	1
卤猪耳	亚硝酸盐	1
卤猪耳	硝酸盐	1
混合水果干	山梨酸	1
茶π果味茶饮料青提乌龙茶	茶多酚	1
活黑鱼	五氯酚酸钠	1
辣菜	苯甲酸	1
茶π柚子绿茶	茶多酚	1
哇哈哈哈柠檬汁碳酸饮料	二氧化碳气容量	1
红油豆瓣	防腐剂	1
龙眼萝卜头	甜蜜素	1
青枣	氟	1
去骨鸡爪	脱氢乙酸	1
姚洲榨菜芯	甜蜜素	1
青蛙	环丙沙星	1
花雕酒 三年陈	氧化钙	1
花雕酒 三年陈	钙	1
黄酒	氧化钙	1
黄酒	钙	1
去骨鸡爪	防腐剂	1
绍兴花雕酒	总酸	1
精品橙	联苯菊酯	1
花雕酒 三年陈	总酸	1
花雕酒 三年陈	氨基酸态氮	1
茶π西柚茉莉花茶	咖啡因	1
绍兴花雕酒	氧化钙	1
绍兴花雕酒	钙	1
上海年糕	脱氢乙酸	1
淡水鲈鱼	磺胺类	1
带豆	三唑磷	1
带豆	甲基异柳磷	2
清风膏	山梨酸	1
欧乐比百合干	二氧化硫	1
桂圆莲子八宝粥罐头	乙二胺四乙酸二钠	1
梨	苯醚甲环唑	1
鳝鱼	甲氧苄氨嘧啶	1
河鳗	呋喃唑酮	1
绿豆糕细沙味	防腐剂	1
金秋砂糖桔	氟	1
茶π西柚茉莉花茶	茶多酚	1
冰糖桔	联苯菊酯	1
茉莉花茶	乐果	1
五香味香瓜子	甜蜜素	1
董糖	霉菌	1
水煮羊肉	氯霉素	1
线椒	水胺硫磷	1
熟黑芝麻粉	霉菌	1
幼儿配方奶粉	左旋肉碱	1
婴儿配方奶粉	肌醇	2
幼儿配方奶粉	亚油酸	1
幼儿配方奶粉	油酸	1
砂糖橘	2,4-滴	1
幼儿配方奶粉	烟酸	1
幼儿配方奶粉	泛酸	1
幼儿配方奶粉	硒	1
婴儿配方奶粉	泛酸	1
婴儿配方奶粉	胆碱	1
婴儿配方奶粉	烟酸	2
幼儿配方奶粉	生物素	1
婴儿配方奶粉	硒	1
婴儿配方奶粉	生物素	1
幼儿配方奶粉	胆碱	1
婴儿配方奶粉	叶酸	2
幼儿配方奶粉	叶酸	1
幼儿配方奶粉	肌醇	1
婴儿配方奶粉	左旋肉碱	2
藏佑圣水天然自涌泉水	溴酸盐	1
梅头虾虮酱	吗啡	1
黑麦面包	防腐剂	1
梅头虾虮酱	罂粟碱	1
梅头虾虮酱	那可丁	1
长豆	三唑磷	1
叶孃孃麻辣萝卜干	甜蜜素	1
幼儿配方奶粉	铜	1
婴儿配方奶粉	铜	2
鲜竹荪	镉	2
蜜蜂鸡精	谷氨酸钠	1
芝麻芥菜丝	糖精钠	1
海天白醋	总酸	1
海天白醋	糖精钠	1
山药南瓜玉米糊	霉菌	1
洋槐蜜	呋喃西林代谢物	1
同康老酒	甜蜜素	1
咸肉	亚硝酸盐	1
咸肉	硝酸盐	1
蜜研坊 土蜂蜜	果糖和葡萄糖	1
黄金糕	霉菌	1
有机酵素冰美人葡萄	戊唑醇	1
芝麻芥菜丝	防腐剂	1
源态香米	镉	1
茄子	水胺硫磷	1
茶π果味茶饮料柚子绿茶	咖啡因	3
新鲜竹荪	镉	1
青棍糖	霉菌	1
赣南笋尖	二氧化硫	1
农科院枸杞	克百威	1
老麻饼	防腐剂	1
猴头菇山药玉米糊	霉菌	1
玉米馒头	山梨酸	1
龙井茉莉花味低糖调味茶饮料	咖啡因	2
义乌红糖	不溶于水杂质	2
赣南脐橙	丙溴磷	3
沙糖桔	毒死蜱	1
芡实魔芋米糊	霉菌	1
奇亚籽坚果藕粉羹	霉菌	1
五香花生米	苯甲酸	1
日本豆	霉菌	1
米烧白酒	甜蜜素	1
精选茯茶	氟	1
黄鳝鱼 约500g	恩诺沙星	1
黄鳝鱼 约500g	环丙沙星	1
香辣味鸭翅根	铬	1
龙井茉莉花味低糖调味茶饮料	茶多酚	1
自消毒餐具	阴离子合成洗涤剂	1
甜豆	乐果	1
散装红糖	不溶于水杂质	1
椰奶麦片	霉菌	1
沼虾	呋喃唑酮	1
龙眼	乐果	1
橙子	联苯菊酯	1
有机山茶油	亚油酸	1
有机山茶油	油酸	2
大白菜	吡虫啉	1
有机山茶油	亚麻酸	1
高粱白酒	甲醇	1
精炼鱼油	总砷	1
萝卜	氟	1
酸奶梅	甜蜜素	1
小台农	吡唑醚菌酯	1
糖水猕猴桃罐头	脱氢乙酸	1
柿饼	防腐剂	1
冰糖橙	联苯菊酯	1
柿饼	乙二胺四乙酸二钠	1
红薯酒	甜蜜素	1
三顿半配饮天然泉水	溴酸盐	1
五梁酒	甜蜜素	1
五香鸭肫	苯甲酸	1
老山药	涕灭威	1
油辣豆角	防腐剂	1
雪花酥	脱氢乙酸	1
健之源饮用纯净水	铜	1
海南小台芒	戊唑醇	1
海南小台芒	吡唑醚菌酯	1
姚州宁波雪菜	苯甲酸	1
金茯	氟	1
朱鹮湖黑米醋	总酸	1
染色草莓罐头	诱惑红	1
龙头鱼酥	N-二甲基亚硝胺	1
姚州宁波雪菜	防腐剂	1
朱鹮湖黑米醋	不挥发酸	1
隅田川大叔系列意式风味袋泡咖啡	咖啡因	1
白腐乳	甜蜜素	1
金榴园100％梨汁	山梨酸	1
怡生安康牌美龄丸	总砷	1
四特酒	总酯	1
芝麻核桃黑豆粉	霉菌	1
酸枣仁百合膏	山梨酸	1
九制话梅【李子制品】	脱氢乙酸	1
卤料包	铅	1
镇江陈醋	不挥发酸	1
镇江香醋	不挥发酸	2
海捕三眼蟹	镉	1
野山花蜜	氟	1
苏琪脆饼	霉菌	1
红枣莲子藕粉	霉菌	1
一级大豆油	豆蔻酸	1
可口脆瓜	甜蜜素	1
黑加仑葡萄干	霉菌	1
咸蛋黄酥	防腐剂	2
多宝鱼	呋喃西林代谢物	1
多味瓜子仁	霉菌	1
风味萝卜条	苯甲酸	1
西襄记山药薄片	糖精钠	1
纯牛奶	非脂乳固体	1
良琴豆腐乳	脱氢乙酸	1
叶嬢嬢麻辣萝卜干	山梨酸	1
猕猴桃粉	霉菌	1
荔枝蜜	氯霉素	1
东海黄鱼	氟	1
贞丰余记粽粑    	商业无菌	1
薯片	苯甲酸	1
绿乡灵300克洞庭藕粉	霉菌	1
醉酒花生	净	1
年轻态牌劲骨胶囊	霉菌	1
椒盐南瓜籽仁	霉菌	1
红墙牌保元软胶囊	西地那非	1
南瓜切片面包	丙二醇	1
八宝茶	铅	1
大志牌上园红胶囊	霉菌	1
无水葡萄糖	牛磺酸	1
姚生记奶香味香瓜子	铅	1
泾阳茯茶·尚	氟	1
果汁桃片	苯甲酸	1
中老年藕粉	霉菌	1
双枒子榛蘑	镉	1
碳烤风琴鱿鱼	N-二甲基亚硝胺	1
拉丝果	苯甲酸	1
小毛蟹	呋喃西林代谢物	1
黑全麦粉	赭曲霉毒素A	1
甘草瓜子	诱惑红	1
原香瓜子	霉菌	1
山椒凤爪	脱氢乙酸	1
九制老陈皮	霉菌	1
麻辣鱼调料	苯甲酸	1
糖姜片	二氧化硫	1
钙铁锌咀嚼片	锌	1
清雅经典龙井茶	氰戊菊酯	1
香辣味鹌鹑蛋	山梨酸	1
甘草瓜子	日落黄	1
妹幺红泥花生	霉菌	1
甘草瓜子	亮蓝	1
茶花蜂花粉	霉菌	1
冷鲜猪肝	甲氧苄啶	1
永泰李干	防腐剂	1
大吃兄绿豆糕	防腐剂	1
南瓜籽仁	霉菌	1
柠檬味饮料	安赛蜜	1
印度飞饼	霉菌	1
甘草话梅	糖精钠	1
爱尔兰鲜活面包蟹	镉	1
盐津桃肉	霉菌	1
茶花花粉	铅	1
捞汁小海鲜	脱氢乙酸	1
上海老酒	总酸	1
青竹香米	镉	1
南酸枣糕	霉菌	1
姚生记奶香味香瓜子	苋菜红	1
咸味饼干	霉菌	1
小毛尖	水胺硫磷	1
荷花卷	脱氢乙酸	1
干锅千叶豆腐	苯甲酸	1
四川古蔺黄荆老林土特产筒筒笋 农家方竹笋干烟熏笋烟笋干货 古蔺黄荆干竹笋	二氧化硫	1
川间老窖	甜蜜素	1
牛乳钙压片糖果	碳水化合物	2
状元洲·小康家庭米	镉	1
士力架花生夹心巧克力	糖精钠	1
黄瓜味薯片	苯甲酸	1
花雕	苯甲酸	1
方便食品	山梨酸	1
味丹芝麻苏打饼干	霉菌	1
西夫拉姆酒堡特级干红葡萄酒	甜蜜素	1
辣椒酱	甜蜜素	2
连战VS®180’西洋参胶囊	西地那非	1
虾皮	N-二甲基亚硝胺	1
全麦馒头	脱氢乙酸	2
舟山大黄鱼	甲硝唑	1
烟熏筒筒笋 竹笋干	二氧化硫	1
小康米	镉	1
手工大馒头	脱氢乙酸	1
猪肉猪肉脯	胭脂红	1
蓑衣佬农·农旺香米	镉	1
香辣金针菇	防腐剂	1
牛乳钙压片糖果	能量	2
妹幺落花生	霉菌	1
功夫小面包-奶油味	防腐剂	1
红杏果饼	脱氢乙酸	1
川味腊肠	氯霉素	1
达维贝苹果葡萄雪梨婴幼儿果汁泥	总钠	1
黄瓜味薯片	糖精钠	1
枸杞王	二氧化硫	1
雪海梅乡 珍珠梅 	防腐剂	1
宝宝御食强化铁锌钙有机米粉	二十二碳六烯酸	1
黑芝麻核桃桑葚粉	霉菌	1
香干薄片	双乙酸钠	1
伊犁蓝莓味李果	亮蓝	1
烤鱿鱼丝	苯甲酸	1
午餐肉罐头	商业无菌	1
椴树蜂蜜	甲硝唑	1
姚生记奶香味香瓜子	糖精钠	1
洋槐成熟蜂蜜	氯霉素	1
秋木耳	耳片厚度	1
松花肠	铅	1
阿古丽切夫草莓果酱夹心华夫饼	丙二醇	1
咸鸭蛋	苯甲酸	1
汇多滋100%NFC芒果汁	安赛蜜	1
康源饮用纯净水	铜	1
小香干	双乙酸钠	1
柯桥花雕酒	脱氢乙酸	2
益生菌蒸优米乳	镉	1
蜜枣粽子	山梨酸	1
橙汁饮料	霉菌	1
红枣酒	甜蜜素	1
萨拉米	单核细胞增生李斯特氏菌	1
玫瑰荷香茶	二氧化硫	1
皇家宝贝胡萝卜多维婴幼儿营养米粉	镉	1
冻带鱼段	挥发性盐基氮	1
蔓越莓西饼	山梨酸	1
纯猴头菇粉	霉菌	1
婴儿配方奶粉	阪崎肠杆菌	1
牛肝菌	镉	1
维维五香榨菜	苯甲酸	1
五谷杂粮粽	干燥失重	1
整早米	镉	1
茂谷柑	丙溴磷	1
藏蓝大白梨果味碳酸饮料	霉菌	2
八宝乌饭	山梨酸	1
冷鲜猪肝	恩诺沙星	1
冷鲜猪肝	环丙沙星	1
浪味鲜特级榨菜条	铅	1
合川桃片	霉菌	1
扬厨香脆乳黄瓜	苯甲酸	1
隆平有机含硒香米	镉	1
香酥红娘鱼	日落黄	1
福建香菇	二氧化硫	1
鹏辣条	山梨酸	1
雪菜王	苯甲酸	1
牛肉	苯甲酸	1
牙签牛肉	镉	2
白鹤澄面精制小麦淀粉	霉菌	1
苋菜	乙酰甲胺磷	1
海棠脯	二氧化硫	1
甘草粉	铅	1
秦岭土蜂蜜	氟	1
珍宝蟹	镉	2
三星香米	镉	1
金陵十二名点	霉菌	1
香芹	毒死蜱	1
石蟹	甲基睾丸酮	1
筒筒笋 笋干	二氧化硫	1
羊肉	氟	1
陆集粉皮	铝	1
野山楂糕	防腐剂	1
开口爽杏鲍菇	山梨酸	1
西梅王	苋菜红	1
奶香红提	霉菌	1
叁拾佳	苯甲酸	1
冰花杨梅	铅	1
